"","ensembl_gene_id","entrezgene_id","gene_biotype","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"758","ENSG00000119632",83982,"protein_coding","IFI27L2",1305.24387872982,1.55779437214435,0.472661628823922,3.29579190936328,0.000981446822430914,0.0106729115416549
"6881","ENSG00000276600",338382,"protein_coding","RAB7B",1135.82146842782,1.55808803911862,0.466571490178325,3.33944116157442,0.000839471321693172,0.00962983174751401
"6861","ENSG00000276261",NA,"lncRNA","",25.6208703533001,1.55894548113711,0.392356172138699,3.97329159533653,7.08861813954892e-05,0.00177272543030787
"289","ENSG00000090530",55214,"protein_coding","P3H2",1156.06465222469,1.55957985451654,0.440683848823893,3.53899934993938,0.000401646841946437,0.00581365355879537
"1459","ENSG00000149054",7762,"protein_coding","ZNF215",112.396413144498,1.55974156326456,0.391715364900659,3.98182380121883,6.83884716975731e-05,0.00173826141363913
"4477","ENSG00000235159",NA,"lncRNA","LINC02939",26.4076241832046,1.5601202383904,0.547948118548651,2.84720429832424,0.00441050477157189,0.0287566454590222
"6135","ENSG00000261592",NA,"lncRNA","",4.41761361920119,1.56031920678201,0.580766517100573,2.68665489631146,0.00721714764931519,0.0396235974228352
"7272","ENSG00000284747",NA,"lncRNA","",62.0937590443086,1.56184650343905,0.378754846485218,4.12363437176509,3.72940729979684e-05,0.0011437462946916
"4028","ENSG00000229832",NA,"lncRNA","",8.2865924937099,1.56262998574649,0.562808612919697,2.77648555810116,0.00549500762095593,0.033313752167089
"5739","ENSG00000257219",105369848,"lncRNA","LNCOG",29.516182135452,1.56288663012497,0.522998979392544,2.98831678780758,0.00280518629330859,0.0213102653743659
"829","ENSG00000123685",55509,"protein_coding","BATF3",176.871955027599,1.56299341300851,0.383389081180178,4.07678123799767,4.56634167223136e-05,0.00131492290100993
"4208","ENSG00000231969",NA,"lncRNA","MMADHC-DT",14.7127992999152,1.56469216922884,0.432781090251694,3.61543561970062,0.000299842987516978,0.00481880552902715
"1084","ENSG00000134551",5555,"protein_coding","PRH2",16.0432999704703,1.56491205151498,0.446017759802849,3.50863170158674,0.000450418164413758,0.0063024715142266
"6032","ENSG00000260269",NA,"lncRNA","",8.37622307640525,1.56509348083107,0.566595551062878,2.76227633255345,0.00573998749552219,0.0342487452455001
"7549","ENSG00000287202",NA,"lncRNA","",27.6287142938773,1.56533498411354,0.49002704830945,3.19438486000681,0.00140129170188234,0.0134643969560443
"1392","ENSG00000145681",1404,"protein_coding","HAPLN1",285.371106219473,1.56573833408687,0.551325330827149,2.8399535565286,0.00451201023971799,0.0291329969766716
"1524","ENSG00000151917",221336,"protein_coding","BEND6",277.995085260788,1.56648080228745,0.389610895798501,4.02062883553852,5.80429949094322e-05,0.00155150507626633
"2001","ENSG00000168542",1281,"protein_coding","COL3A1",407365.297447704,1.56666226401913,0.457585620661646,3.42375763852416,0.000617616761382741,0.00786075469983653
"3439","ENSG00000221643",677843,"snoRNA","SNORA77",4.47344384880426,1.56758640153785,0.560688257714173,2.79582527361751,0.00517673793468608,0.0320105557454817
"7466","ENSG00000286688",NA,"lncRNA","",6.07384885688611,1.56896991058252,0.537120842682626,2.92107433914939,0.00348826582523522,0.0246500590138279
"1128","ENSG00000135835",57710,"protein_coding","KIAA1614",300.756243748015,1.56937984968203,0.320490182143251,4.89681100115746,9.74044385335155e-07,8.04763678189768e-05
"6707","ENSG00000273055",NA,"lncRNA","",33.3963551179757,1.57001804012471,0.435685913232337,3.60355474538254,0.000313894595555802,0.00496028007616637
"7349","ENSG00000285870",NA,"lncRNA","",3.60273073320663,1.57010086580363,0.512098884539925,3.066011102942,0.00216935259048823,0.0180273006750161
"96","ENSG00000042062",140876,"protein_coding","RIPOR3",357.107966106146,1.5704634848089,0.436128584414074,3.60091849269354,0.000317094981907366,0.004996022501409
"6701","ENSG00000272977",NA,"lncRNA","",139.041462208303,1.57047074486983,0.496587293612899,3.16252704221234,0.00156406208275256,0.0144543852498824
"6605","ENSG00000271533",NA,"lncRNA","",399.398993048015,1.57157232232192,0.432191129407863,3.63629009340174,0.000276592832675892,0.00457454800320865
"589","ENSG00000111432",11211,"protein_coding","FZD10",185.916291201519,1.57210492973613,0.561641372587497,2.79912593065109,0.00512411491280821,0.0318118576942785
"5455","ENSG00000253439",NA,"processed_pseudogene","CDC42P5",2.44473716145896,1.57382427574312,0.593183433888682,2.65318312317951,0.00797365988781426,0.0424025281489561
"5836","ENSG00000258673",104355139,"lncRNA","LINC01397",10.9492454109625,1.57530100610176,0.570687520423722,2.76035649935387,0.00577383174411464,0.0343673120726748
"3499","ENSG00000223546",NA,"lncRNA","LINC00630",181.316861137602,1.57552811957297,0.450024439705999,3.50098345903673,0.000463544613775164,0.00644499977555603
"5577","ENSG00000254577",NA,"lncRNA","",8.75978209223663,1.57604896480253,0.519980601100296,3.030976466175,0.00243764246637065,0.0193670434076553
"1475","ENSG00000149968",4314,"protein_coding","MMP3",989.051314700723,1.57629551351479,0.608443094331124,2.59070326905041,0.00957800381575629,0.0477771858343656
"2576","ENSG00000185112",131583,"protein_coding","FAM43A",837.865597627308,1.57643497259756,0.358404969151171,4.39847409574458,1.09014635375681e-05,0.000480722289156052
"2276","ENSG00000175513",254187,"protein_coding","TSGA10IP",6.52037627601485,1.57654428878336,0.611433099903568,2.5784411884669,0.00992471923605059,0.0489496873823583
"4634","ENSG00000237181",101926963,"lncRNA","PRKAR1B-AS1",53.5793577882283,1.57687847027996,0.400248146244297,3.93975208898903,8.1565853525305e-05,0.00194702551829591
"453","ENSG00000105329",7040,"protein_coding","TGFB1",4842.20106321883,1.57804567255679,0.443788238041269,3.55585285342791,0.000376754913202025,0.0055997772539824
"112","ENSG00000051523",1535,"protein_coding","CYBA",6226.96352228834,1.57858817547369,0.482489353902298,3.27175752730358,0.00106881198172992,0.011294972224396
"6514","ENSG00000270095",NA,"lncRNA","",3.97663497043502,1.57873616045199,0.608951890154383,2.59254661325009,0.00952682701906604,0.0476303003333475
"3573","ENSG00000224367",NA,"transcribed_unitary_pseudogene","OACYLP",18.4435875882399,1.57873816028289,0.423287202308141,3.72970917068647,0.000191700909855939,0.00354097460994705
"6293","ENSG00000265479",441263,"lncRNA","DTX2P1-UPK3BP1-PMS2P11",11.9683185401493,1.57876488227854,0.50000989686188,3.15746726652222,0.00159146103177799,0.0146154849169591
"1691","ENSG00000160883",3101,"protein_coding","HK3",416.933246706285,1.57880816903674,0.461619913098029,3.42014745083465,0.000625872015793637,0.00792161788468156
"2873","ENSG00000198759",25975,"protein_coding","EGFL6",713.060801882297,1.57909538447655,0.555271982218828,2.84382327047477,0.00445757650676329,0.0289420135554999
"361","ENSG00000101000",10544,"protein_coding","PROCR",766.479149266805,1.57913825458495,0.380636750033749,4.14867522498796,3.34404833703767e-05,0.00106228413584567
"6051","ENSG00000260517",NA,NA,NA,41.2410501876897,1.57966526636135,0.420101140487012,3.76020228017016,0.000169776020048876,0.00326260652865457
"1833","ENSG00000164176",10085,"protein_coding","EDIL3",3751.66798678488,1.5796991901078,0.466120188961551,3.38903833714465,0.000701382037431703,0.00858288915559281
"5794","ENSG00000258168",NA,"lncRNA","",46.2705757827112,1.57981224467562,0.495895171881951,3.18577863680371,0.00144365011403246,0.0137219993210086
"6924","ENSG00000277491",NA,"lncRNA","",11.4228950401898,1.57987789596924,0.412157310784043,3.83319148934627,0.000126491411335088,0.00266416939243071
"1613","ENSG00000157227",4323,"protein_coding","MMP14",47233.6593981625,1.58019360735741,0.385039425886237,4.10397871262226,4.06104847438541e-05,0.00121252234176722
"1810","ENSG00000163815",7123,"protein_coding","CLEC3B",221.168328716639,1.58104430952688,0.548368654688193,2.88317776008892,0.00393685210827952,0.0266863713404969
"5413","ENSG00000252916",NA,"snRNA","RNU6-762P",6.01448640632052,1.58146795279823,0.456989543184257,3.46062175028935,0.000538929471062915,0.00716432035345928
"6700","ENSG00000272944",NA,"lncRNA","",19.4703882549435,1.58260367117824,0.453685559975894,3.48832718251454,0.00048605291342354,0.00666591963930362
"1746","ENSG00000162878",91461,"protein_coding","PKDCC",661.594341538,1.58288758584882,0.410742297967407,3.85372432710697,0.000116334575710531,0.00250301406373685
"7300","ENSG00000285492",112267968,"lncRNA","",9.76952433178205,1.58296745135396,0.589383598345671,2.68580166770361,0.00723560246151797,0.0396733325654201
"45","ENSG00000011028",9902,"protein_coding","MRC2",14943.9356710946,1.58342055579766,0.405120377606268,3.90851866093136,9.28637754708332e-05,0.00213894757375645
"126","ENSG00000058673",9877,"protein_coding","ZC3H11A",12.4516943977233,1.5840735187021,0.529541288849476,2.99140700084744,0.00277695107583942,0.0211873426510228
"7035","ENSG00000279217",NA,"lncRNA","",3.71343432586701,1.5841138597187,0.555107073710884,2.85370865323138,0.00432121406931818,0.0284281565414785
"379","ENSG00000101384",182,"protein_coding","JAG1",7223.75278845748,1.58456796713416,0.357727116549454,4.42954390044149,9.44325894937382e-06,0.00043174811652953
"5985","ENSG00000259881",101927793,"lncRNA","",27.4978553660036,1.58570360885849,0.600365853096409,2.6412288451786,0.00826059013427419,0.0434754392066843
"2141","ENSG00000171657",27197,"protein_coding","GPR82",78.5576532761455,1.58721521349668,0.444289445179417,3.57248012690401,0.00035361632569585,0.00534975701505431
"5578","ENSG00000254585",54551,"protein_coding","MAGEL2",104.310407575905,1.58779402823775,0.485277928700088,3.27192714593669,0.00106817097472662,0.0112918575582431
"7534","ENSG00000287129",NA,"lncRNA","",9.8752374125152,1.58813123883007,0.520289521160643,3.052399047529,0.00227020079275874,0.0185346673838247
"3400","ENSG00000218502",NA,"processed_pseudogene","H2AZP3",12.6261640571944,1.58819698937411,0.54473992402064,2.91551421025263,0.00355102935461499,0.0248999728663274
"2406","ENSG00000180316",285848,"protein_coding","PNPLA1",13.3159698770752,1.58845528193407,0.509638112816274,3.11682984845114,0.00182807048745373,0.0160654628545993
"647","ENSG00000113749",3274,"protein_coding","HRH2",374.097089783946,1.58849201694007,0.390983816432415,4.06280758992658,4.84859943866614e-05,0.0013728610355895
"4472","ENSG00000235138",100130548,"lncRNA","",19.4450634633665,1.58892853686009,0.568904310820728,2.79296272965102,0.00522277091307001,0.0321811879936647
"5441","ENSG00000253347",NA,"lncRNA","",5.54795555630838,1.5889433226665,0.479051814013953,3.31685065411362,0.000910382662764276,0.0101595324288477
"3417","ENSG00000219438",25817,"protein_coding","TAFA5",286.694895922386,1.58951960965351,0.450340029679823,3.5295987584839,0.000416190338827126,0.00596694282623177
"3317","ENSG00000214189",NA,"transcribed_unprocessed_pseudogene","ZNF788P",19.6704273702566,1.59018790137762,0.523197340344733,3.03936541483535,0.00237077103162233,0.0190532453348648
"1046","ENSG00000133216",2048,"protein_coding","EPHB2",1956.82173512553,1.59026934832356,0.418913717018899,3.79617397023984,0.000146946396514975,0.00297420783646986
"906","ENSG00000126500",23769,"protein_coding","FLRT1",48.2706254086301,1.59033069784312,0.558501611316479,2.84749527238507,0.00440647486820397,0.0287454598282592
"4897","ENSG00000242083",NA,"processed_pseudogene","RPL7AP31",5.90959864145821,1.59075752258373,0.573331910086039,2.77458396192357,0.00552723646925296,0.033423545166716
"4729","ENSG00000238280",NA,"lncRNA","",2.83162698129127,1.59082980852151,0.580464065242276,2.7406172126392,0.00613239046195224,0.035625995228136
"7251","ENSG00000283959",NA,"lncRNA","",49.2134569514291,1.59108235041622,0.347265926459153,4.5817404737616,4.61121944038117e-06,0.00025568937319566
"3278","ENSG00000213420",221914,"protein_coding","GPC2",391.222592278427,1.5913349644511,0.490656746484994,3.24327541779714,0.00118163926000069,0.0120071562874682
"5032","ENSG00000244926",100507300,"lncRNA","ALKBH3-AS1",26.4549601550528,1.59141017176412,0.487108262965475,3.26705640769825,0.00108672025111834,0.011384135506655
"2952","ENSG00000200913",94161,"snoRNA","SNORD46",10.2944143613026,1.59221483380986,0.475466530169083,3.3487421990432,0.000811792930775937,0.00941457459899564
"614","ENSG00000112394",117247,"protein_coding","SLC16A10",239.321321994528,1.59263869990745,0.388413766399587,4.10036625290206,4.12496782120487e-05,0.00122767213221834
"1535","ENSG00000152672",165530,"protein_coding","CLEC4F",61.7379020710246,1.59344863538679,0.524422501117296,3.03848258225364,0.0023777284950736,0.0190699352525684
"5767","ENSG00000257718",NA,"lncRNA","CPNE8-AS1",26.1352657571332,1.59354512242911,0.42315937112609,3.76582732455728,0.000165998491721162,0.00321655527743835
"2636","ENSG00000186827",7293,"protein_coding","TNFRSF4",316.353620284729,1.59493904485636,0.506285922807151,3.15027333964387,0.00163117771991855,0.014849974150893
"2400","ENSG00000180044",401097,"protein_coding","C3orf80",307.641878940222,1.59525840857091,0.427893055297772,3.72817083338911,0.000192874620927975,0.0035596305720744
"1604","ENSG00000156574",4838,"protein_coding","NODAL",20.2111637141012,1.5952905901037,0.553745519654711,2.88090925069416,0.00396529792388803,0.0268157769945401
"7705","ENSG00000288061",NA,"lncRNA","",4.48653538026143,1.59532971019804,0.593847746950315,2.68642883363759,0.00722203312835117,0.0396329010940532
"4706","ENSG00000237945",100506334,"lncRNA","LINC00649",410.681897744159,1.59563449008384,0.555340267906022,2.87325551972014,0.00406265383029463,0.0272614095127748
"4061","ENSG00000230176",NA,"lncRNA","LINC01433",3.09790834601048,1.59584136056366,0.489426398957398,3.260636050616,0.00111162623616212,0.01152127066332
"1750","ENSG00000162892",11009,"protein_coding","IL24",37.1387917360843,1.59611424861927,0.589846662650448,2.70598165538008,0.0068102807915556,0.0382118179272617
"4056","ENSG00000230131",NA,"lncRNA","LINC02641",5.28574782566148,1.59629930516716,0.600407563328376,2.65869286575611,0.00784444379105913,0.0419488611570674
"1317","ENSG00000143341",83872,"protein_coding","HMCN1",4809.31411294817,1.59694486814021,0.512448759001155,3.11630156203894,0.00183134889052433,0.0160837904063922
"2261","ENSG00000175040",9435,"protein_coding","CHST2",1098.84105978258,1.59733226688045,0.403681409339429,3.95691312486812,7.59245271441286e-05,0.00186137867595707
"748","ENSG00000118971",894,"protein_coding","CCND2",4370.71824998803,1.5976354689765,0.511271567924271,3.12482752651941,0.0017790933979355,0.0157733519910792
"5328","ENSG00000251136",101929709,"lncRNA","PARAIL",1279.78008769441,1.59768596572539,0.40586092072113,3.93653560654876,8.26663594993886e-05,0.00195948720589454
"6649","ENSG00000272130",NA,"lncRNA","",2.52898149678055,1.59882503615984,0.518243345800452,3.08508550879777,0.00203493639882527,0.0172999772058014
"1106","ENSG00000135074",8728,"protein_coding","ADAM19",2746.74293765563,1.59887875767105,0.426203006725813,3.75144879890453,0.000175815660654369,0.00333752063394281
"1797","ENSG00000163687",1776,"protein_coding","DNASE1L3",76.3241593751846,1.59899508722845,0.569777575386709,2.80634962887616,0.00501062926911173,0.0313580899942293
"2064","ENSG00000170092",442590,"protein_coding","SPDYE5",47.7509055291162,1.59928114013367,0.472389093542386,3.38551664717926,0.00071044400178385,0.0086616362979926
"4449","ENSG00000234917",NA,"lncRNA","",5.2751862263977,1.59965530053527,0.52139084411374,3.06805406844909,0.00215457630772052,0.017936510808374
"6737","ENSG00000273618",NA,"lncRNA","",5.22237607974335,1.60012961073306,0.584143715028849,2.73927386286101,0.00615750583095852,0.0356989471468653
"6348","ENSG00000266717",NA,"lncRNA","",5.55457108084172,1.60030897141551,0.622921010205004,2.56903996686329,0.0101980695013388,0.0498557420308169
"476","ENSG00000105926",51678,"protein_coding","PALS2",1128.14474201145,1.60050149331644,0.454202602423911,3.52376116907997,0.000425467562428108,0.00605568079113681
"2066","ENSG00000170166",3233,"protein_coding","HOXD4",69.4863549906651,1.60059317830964,0.480483736927981,3.33121197512987,0.000864687303499418,0.00983515821214754
"6680","ENSG00000272588",NA,"lncRNA","",26.7972385367706,1.60144967919658,0.513386914671117,3.11938156862157,0.00181231100260897,0.015994867972339
"6100","ENSG00000261208",NA,"processed_pseudogene","",7.41367160328347,1.60145581904981,0.55026741421236,2.91032283156745,0.00361055602663568,0.0251646576972371
"1593","ENSG00000156206",161502,"protein_coding","CFAP161",21.0647937236303,1.60185255480044,0.455491671720171,3.51675487007485,0.000436857024716601,0.0061636374308936
"3326","ENSG00000214402",401562,"protein_coding","LCNL1",10.9946587154189,1.60194076743527,0.565904301386983,2.8307626634204,0.00464371648266947,0.0297207426274871
"223","ENSG00000078053",273,"protein_coding","AMPH",456.483237266298,1.60263926152854,0.472447830190765,3.39220366591889,0.000693328834850086,0.00851510186031111
"1698","ENSG00000161381",57125,"protein_coding","PLXDC1",2560.52529474226,1.60327265236348,0.460514968196197,3.48147783044572,0.000498655058331816,0.00680120233658862
"5241","ENSG00000249937",NA,"lncRNA","LINC02223",4.78153907181317,1.60382078754809,0.5810397604161,2.76025996293188,0.00577553830173071,0.0343673120726748
"543","ENSG00000108821",1277,"protein_coding","COL1A1",574015.915208872,1.60393514237868,0.50467432574631,3.17815878587996,0.00148213556863631,0.0139851444817742
"7025","ENSG00000279161",NA,"TEC","",5.98302208215934,1.60448147935672,0.561191299274234,2.85906335581419,0.0042489391524304,0.0280915490947235
"7155","ENSG00000280181",NA,"TEC","",2.93956884702974,1.60469443144528,0.575099240019974,2.79029134413314,0.00526606311167884,0.0323428455031114
"1894","ENSG00000165495",63876,"protein_coding","PKNOX2",77.4522296492479,1.60481084621789,0.52872325513257,3.03525678252134,0.0024033097449402,0.0192089506040244
"5037","ENSG00000245067",255130,"lncRNA","IGFBP7-AS1",8.68112397679334,1.60491772526306,0.54296540386038,2.95583791131516,0.00311820915164639,0.0229082628960268
"918","ENSG00000127311",92797,"protein_coding","HELB",274.023824698519,1.60492637939399,0.451150250978922,3.55740992255144,0.000374529468024585,0.00557114452596091
"1257","ENSG00000140955",161931,"protein_coding","ADAD2",10.2839945566779,1.60504151310201,0.58293402435631,2.7533845101499,0.00589825764728937,0.0347518638059164
"4320","ENSG00000233231",NA,"processed_pseudogene","HNRNPA1P49",22.1372302456045,1.60569130643565,0.553898358064538,2.89889161622783,0.00374484320851622,0.0257978087697784
"6995","ENSG00000278966",NA,"TEC","",7.8630628417504,1.60575225269007,0.452120392769406,3.55160324190253,0.000382891745712768,0.00564818378018574
"1278","ENSG00000141756",60681,"protein_coding","FKBP10",15772.279536134,1.60577875113642,0.46383164889249,3.46198616452888,0.000536204718985319,0.00714083639700892
"4732","ENSG00000238363",654322,"snoRNA","SNORA13",6.64215735241455,1.60598024399708,0.447803159389565,3.58635308912586,0.000335334840634367,0.00516973389810417
"4759","ENSG00000239486",NA,"unprocessed_pseudogene","",13.1449149397849,1.60702691497406,0.424116614231335,3.78911568434219,0.000151184502837311,0.00303198974420015
"981","ENSG00000130598",7136,"protein_coding","TNNI2",167.402574100093,1.60731868292439,0.547452697409755,2.93599554907546,0.00332479092967774,0.0238476149416077
"1683","ENSG00000160408",30815,"protein_coding","ST6GALNAC6",12.9751187933656,1.60810247482849,0.431087196663584,3.73034153478567,0.000191220382139107,0.00353786190628968
"978","ENSG00000130413",65975,"protein_coding","STK33",46.5025510123347,1.60904305384117,0.565922447570918,2.84322182438175,0.00446599756436077,0.0289850257640983
"6723","ENSG00000273338",NA,"lncRNA","",12.3675379391927,1.60909069946356,0.429183470503318,3.74919075419314,0.000177406110273561,0.00335899719563691
"1979","ENSG00000167914",284110,"protein_coding","GSDMA",78.68156462142,1.60968705369227,0.437107459287243,3.68258884512532,0.000230877365189502,0.00404137394911148
"6749","ENSG00000273855",NA,"lncRNA","",10.6336024923155,1.60997846198845,0.502238543050744,3.20560515369643,0.00134778791424751,0.0131297446433178
"5672","ENSG00000256006",NA,"lncRNA","",11.9004750667276,1.61018130932913,0.497609128613435,3.2358355519237,0.00121287237078508,0.0122047124710218
"2872","ENSG00000198754",64064,"protein_coding","OXCT2",15.683084423975,1.61065110665186,0.479246074242356,3.36080187865524,0.000777165506611439,0.00913813225224217
"4566","ENSG00000236200",NA,"lncRNA","KDM4A-AS1",121.612163089159,1.61074890822164,0.41587588616749,3.87314812374797,0.000107438484014472,0.00236320772209116
"6075","ENSG00000260816",NA,"lncRNA","",39.8805390648703,1.61091507508189,0.611355909864272,2.63498732749559,0.00841404244409082,0.0440232122499211
"7223","ENSG00000282978",NA,"processed_pseudogene","BTF3P16",10.3381098872011,1.61116385921661,0.6123417204887,2.63115153729973,0.00850960831025005,0.0443723796328768
"5028","ENSG00000244687",7335,"protein_coding","UBE2V1",204.066555788847,1.61218962287108,0.433800476661616,3.71643119269476,0.000202056634647082,0.00367269966839979
"5607","ENSG00000254987",NA,"lncRNA","PDGFDDN",4.55041328062131,1.61262429495411,0.618155158635581,2.60876945282406,0.00908684400460699,0.046255873477708
"2198","ENSG00000173068",54796,"protein_coding","BNC2",1546.03582903224,1.61268571007909,0.45392477290131,3.5527598543949,0.000381212301074949,0.00563147912236987
"6970","ENSG00000278505",284099,"protein_coding","C17orf78",8.06727740332274,1.61279297433007,0.614279301384353,2.6255043441891,0.00865207048469641,0.044870348002889
"1188","ENSG00000138152",118663,"protein_coding","BTBD16",7.77774986186606,1.61397656755516,0.580239058460408,2.78157174016801,0.00540963729914702,0.0329746286669092
"4994","ENSG00000244040",101928376,"lncRNA","IL12A-AS1",27.0986739767204,1.61453660884341,0.461727232664645,3.49673247455182,0.000470993909204964,0.00650603034414276
"2610","ENSG00000185904",84856,"lncRNA","LINC00839",419.062962704921,1.61537499044924,0.557295466848588,2.89859703970662,0.00374836295208912,0.0258172828688993
"6516","ENSG00000270110",NA,"lncRNA","",24.9225580211655,1.61562730803224,0.531942873719244,3.03721957347803,0.00238771457063895,0.0191177645332155
"1758","ENSG00000163032",7447,"protein_coding","VSNL1",732.040371326014,1.6163011848247,0.5192883656454,3.11253109400184,0.00185490472855063,0.0162514601446635
"3435","ENSG00000221491",677815,"snoRNA","SNORA2C",3.43462943469468,1.61672470303037,0.620994876164471,2.60344290280775,0.00922926391655518,0.046708845863566
"3557","ENSG00000224164",NA,"lncRNA","LINC02828",3.90160074598465,1.6170187259011,0.497036228113976,3.25332165833654,0.00114064299827919,0.0117248660418977
"1932","ENSG00000166664",89832,"protein_coding","CHRFAM7A",7.38017826677022,1.61845518070475,0.541037021743884,2.99139451767664,0.00277706461026234,0.0211873426510228
"3264","ENSG00000213190",10962,"protein_coding","MLLT11",749.887343630715,1.61858569640139,0.438781624887894,3.68881832008103,0.000225298023027026,0.00396554319037933
"1944","ENSG00000166960",374864,"protein_coding","CCDC178",26.0187806229189,1.61912375855659,0.532726126906988,3.03931734671479,0.00237114936853262,0.0190532453348648
"858","ENSG00000124701",10930,"protein_coding","APOBEC2",11.2503889060074,1.61924152770177,0.53942259639569,3.00180514965669,0.00268383901893683,0.0206409101183951
"2485","ENSG00000182871",80781,"protein_coding","COL18A1",13226.0605033396,1.61929172644052,0.379700573832226,4.26465440938738,2.00211847410538e-05,0.000742317796836963
"2112","ENSG00000171094",238,"protein_coding","ALK",55.4769983690913,1.61929973056215,0.598479056960063,2.70569155550285,0.00681623237952618,0.0382336972641735
"2015","ENSG00000168874",84913,"protein_coding","ATOH8",226.558073506981,1.61935706144193,0.514014343416891,3.15041220577098,0.00163040250175162,0.014849974150893
"6919","ENSG00000277440",NA,"lncRNA","",5.31913279900504,1.61943993500455,0.469372442328971,3.45022372205977,0.00056012216001816,0.00736200067957554
"3586","ENSG00000224533",100507404,"lncRNA","TMLHE-AS1",6.51719861936161,1.61945253526656,0.560951685569604,2.88697329364851,0.00388967244576119,0.0264580092504479
"3587","ENSG00000224533",101927830,"lncRNA","TMLHE-AS1",6.51719861936161,1.61945253526656,0.560951685569604,2.88697329364851,0.00388967244576119,0.0264580092504479
"4882","ENSG00000241743",NA,"lncRNA","XACT",15.4216866885579,1.61961671553854,0.536602268603968,3.01828152861179,0.00254212622642233,0.0198667591126151
"6528","ENSG00000270264",NA,"processed_pseudogene","NDUFB8P2",10.9855874928486,1.6201286344893,0.494621339476926,3.27549279657571,0.00105477804238459,0.0112107031695105
"2180","ENSG00000172572",5139,"protein_coding","PDE3A",904.347007073239,1.62033461095239,0.420557089924802,3.85282913965882,0.000116760868637656,0.00250907928902904
"2519","ENSG00000183479",11219,"protein_coding","TREX2",64.2619573394638,1.62122856096335,0.43443152559275,3.73183911722637,0.000190086894002115,0.0035238894747795
"4447","ENSG00000234902",NA,NA,NA,5.58197220706756,1.62136728667489,0.477646336063733,3.39449329819323,0.000687557228211967,0.00846095027662957
"2875","ENSG00000198796",115701,"protein_coding","ALPK2",169.809713060942,1.62137528745161,0.465335189516695,3.48431694825316,0.000493394832682246,0.00674426935268006
"549","ENSG00000109061",4619,"protein_coding","MYH1",32.9983363562733,1.6217482843162,0.523027946040997,3.10069145748682,0.00193069353227088,0.0166762870652474
"615","ENSG00000112499",6582,"protein_coding","SLC22A2",3.59786095223708,1.62202078985518,0.542389978659442,2.99050656109857,0.00278515145946526,0.0212225649869059
"7554","ENSG00000287242",NA,"lncRNA","",11.511161352106,1.62238040424543,0.473482538858362,3.42648412791997,0.000611449495776627,0.00781070658609142
"5059","ENSG00000246334",NA,"lncRNA","PRR7-AS1",46.177424255313,1.62274681295754,0.470898579348205,3.44606436316641,0.000568814864051904,0.0074447416453467
"1551","ENSG00000153976",9955,"protein_coding","HS3ST3A1",157.8361190091,1.62278517387895,0.457783153091279,3.54487744452967,0.000392795674166082,0.00573824754847458
"4435","ENSG00000234750",NA,"processed_pseudogene","RPS2P53",13.6213975032136,1.6234550132804,0.520424798206916,3.11948050683574,0.00181170247974482,0.015994867972339
"527","ENSG00000108001",253738,"protein_coding","EBF3",421.310484284017,1.62349031361158,0.561547621861564,2.89109997159209,0.00383895978908072,0.0262568501579893
"608","ENSG00000112195",79865,"protein_coding","TREML2",25.1993034885769,1.62389872128667,0.514084683757901,3.15881560488469,0.00158411684611514,0.0145746572641833
"5158","ENSG00000248773",NA,"lncRNA","",11.7133741419033,1.62477438331574,0.496749402438268,3.27081295989612,0.00107238811630093,0.0113135124545881
"4053","ENSG00000230084",NA,"lncRNA","ZBTB47-AS1",130.060833188238,1.62489742199623,0.544608521299177,2.98360631251233,0.00284873050881052,0.0215619330122482
"2705","ENSG00000188487",387755,"protein_coding","INSC",9.8045951646758,1.62499994888597,0.5965266561907,2.72410282427761,0.00644764292445023,0.0368521685646968
"6974","ENSG00000278576",NA,"lncRNA","",25.1951500862277,1.62507085732428,0.461731318169696,3.5195162064511,0.00043233462182839,0.00611604125989729
"4311","ENSG00000233098",339260,"lncRNA","CCDC144NL-AS1",294.034812876763,1.62511220900057,0.571251054289047,2.84483012643734,0.0044435113637575,0.0288859247097578
"4312","ENSG00000233098",440416,"lncRNA","CCDC144NL-AS1",294.034812876763,1.62511220900057,0.571251054289047,2.84483012643734,0.0044435113637575,0.0288859247097578
"5221","ENSG00000249664",NA,"lncRNA","",3.41566519511963,1.62540560480348,0.629683373039869,2.58130621578374,0.00984272330817099,0.048667669308528
"1487","ENSG00000150636",79839,"protein_coding","CCDC102B",415.767110360941,1.62551373075283,0.344412933530754,4.71966518239849,2.36233149949742e-06,0.000157751247910883
"7317","ENSG00000285664",NA,"lncRNA","",29.9535626294332,1.62574409926028,0.530801766525268,3.06280838118289,0.0021927041781716,0.0181404402946337
"6632","ENSG00000271933",NA,"lncRNA","",22.201709477568,1.62637903907014,0.528184413970176,3.07918786706563,0.00207565746387668,0.0174938702669504
"5034","ENSG00000244953",NA,"lncRNA","",12.4151913844556,1.62693225773054,0.553716926845109,2.93820213696599,0.0033012170796449,0.0237425112568478
"7242","ENSG00000283674",729732,"lncRNA","",48.8961528090835,1.62735515052595,0.461219098383622,3.52837763273277,0.000418115209871777,0.00598762834367493
"1662","ENSG00000159713",51673,"protein_coding","TPPP3",1402.57428495139,1.62789189666202,0.499012026535431,3.26222978625233,0.0011053950087929,0.0114907301825795
